subject_id,has_roi_file,atlas,file_path
50032,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050032_rois_ho.1D
50033,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050033_rois_ho.1D
50034,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050034_rois_ho.1D
50035,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050035_rois_ho.1D
50036,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050036_rois_ho.1D
50037,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050037_rois_ho.1D
50038,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050038_rois_ho.1D
50040,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050040_rois_ho.1D
50041,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050041_rois_ho.1D
50042,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050042_rois_ho.1D
50044,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050044_rois_ho.1D
50045,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050045_rois_ho.1D
50046,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050046_rois_ho.1D
50047,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050047_rois_ho.1D
50048,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050048_rois_ho.1D
50050,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050050_rois_ho.1D
50051,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050051_rois_ho.1D
50052,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050052_rois_ho.1D
50055,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050055_rois_ho.1D
50056,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050056_rois_ho.1D
50057,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050057_rois_ho.1D
50058,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050058_rois_ho.1D
50059,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050059_rois_ho.1D
50060,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Pitt_0050060_rois_ho.1D
50102,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050102_rois_ho.1D
50104,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050104_rois_ho.1D
50105,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050105_rois_ho.1D
50107,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050107_rois_ho.1D
50111,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050111_rois_ho.1D
50112,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050112_rois_ho.1D
50113,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050113_rois_ho.1D
50114,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050114_rois_ho.1D
50115,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050115_rois_ho.1D
50116,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050116_rois_ho.1D
50117,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050117_rois_ho.1D
50118,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050118_rois_ho.1D
50119,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050119_rois_ho.1D
50121,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050121_rois_ho.1D
50122,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050122_rois_ho.1D
50125,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050125_rois_ho.1D
50127,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050127_rois_ho.1D
50128,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050128_rois_ho.1D
50129,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050129_rois_ho.1D
50130,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050130_rois_ho.1D
50131,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050131_rois_ho.1D
50132,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050132_rois_ho.1D
50133,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050133_rois_ho.1D
50134,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050134_rois_ho.1D
50136,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Olin_0050136_rois_ho.1D
50142,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050142_rois_ho.1D
50143,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050143_rois_ho.1D
50144,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050144_rois_ho.1D
50145,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050145_rois_ho.1D
50146,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050146_rois_ho.1D
50147,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050147_rois_ho.1D
50148,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050148_rois_ho.1D
50149,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050149_rois_ho.1D
50150,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050150_rois_ho.1D
50152,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050152_rois_ho.1D
50153,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050153_rois_ho.1D
50156,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050156_rois_ho.1D
50157,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050157_rois_ho.1D
50158,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050158_rois_ho.1D
50159,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050159_rois_ho.1D
50160,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050160_rois_ho.1D
50161,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050161_rois_ho.1D
50166,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050166_rois_ho.1D
50167,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050167_rois_ho.1D
50168,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050168_rois_ho.1D
50169,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050169_rois_ho.1D
50170,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050170_rois_ho.1D
50171,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\OHSU_0050171_rois_ho.1D
50182,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050182_rois_ho.1D
50183,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050183_rois_ho.1D
50184,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050184_rois_ho.1D
50186,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050186_rois_ho.1D
50187,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050187_rois_ho.1D
50188,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050188_rois_ho.1D
50189,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050189_rois_ho.1D
50190,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050190_rois_ho.1D
50191,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050191_rois_ho.1D
50193,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050193_rois_ho.1D
50194,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050194_rois_ho.1D
50195,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050195_rois_ho.1D
50196,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050196_rois_ho.1D
50197,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050197_rois_ho.1D
50198,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050198_rois_ho.1D
50199,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050199_rois_ho.1D
50200,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050200_rois_ho.1D
50201,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050201_rois_ho.1D
50203,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050203_rois_ho.1D
50204,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050204_rois_ho.1D
50205,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050205_rois_ho.1D
50206,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050206_rois_ho.1D
50207,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050207_rois_ho.1D
50208,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050208_rois_ho.1D
50209,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050209_rois_ho.1D
50210,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050210_rois_ho.1D
50211,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050211_rois_ho.1D
50212,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050212_rois_ho.1D
50213,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050213_rois_ho.1D
50214,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050214_rois_ho.1D
50215,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050215_rois_ho.1D
50216,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050216_rois_ho.1D
50217,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\SDSU_0050217_rois_ho.1D
50232,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050232_rois_ho.1D
50233,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050233_rois_ho.1D
50234,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050234_rois_ho.1D
50235,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050235_rois_ho.1D
50236,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050236_rois_ho.1D
50237,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050237_rois_ho.1D
50239,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050239_rois_ho.1D
50240,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050240_rois_ho.1D
50241,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050241_rois_ho.1D
50243,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050243_rois_ho.1D
50245,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050245_rois_ho.1D
50246,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050246_rois_ho.1D
50247,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050247_rois_ho.1D
50248,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050248_rois_ho.1D
50249,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050249_rois_ho.1D
50250,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050250_rois_ho.1D
50251,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050251_rois_ho.1D
50252,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050252_rois_ho.1D
50253,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050253_rois_ho.1D
50254,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050254_rois_ho.1D
50255,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050255_rois_ho.1D
50257,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050257_rois_ho.1D
50259,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050259_rois_ho.1D
50260,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050260_rois_ho.1D
50261,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050261_rois_ho.1D
50262,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050262_rois_ho.1D
50263,True,HarvardOxford,D:\FGDN_Project\data\raw\abide\roi_timeseries\HarvardOxford\Outputs\cpac\nofilt_noglobal\rois_ho\Trinity_0050263_rois_ho.1D
